state,question_id,question_text,answer_label,pct
LA,4,caramel,"with 3 syllables (""carra-mel"")",69.39
LA,4,caramel,i use both interchangeably,15.45
LA,4,caramel,"i have both forms, but the two have different meanings (please state how in the comments box)",0.91
LA,4,caramel,other,1.52
LA,5,"the vowel in the second syllable of ""cauliflower""","[i:] as in ""see""",30.82
LA,5,"the vowel in the second syllable of ""cauliflower""","[] as in ""sit""",63.14
LA,5,"the vowel in the second syllable of ""cauliflower""",other,6.04
LA,6,"the last vowel in ""centaur""","[] as in ""car"" (""sen-tar"")",63.83
LA,6,"the last vowel in ""centaur""","[] as in ""caught""",13.07
LA,6,"the last vowel in ""centaur""","i use the same vowel in ""car"", ""caught"", and ""centaur""",10.94
LA,6,"the last vowel in ""centaur""","rhymes with ""sore"" and ""more"" (""sen-tore"")",11.55
LA,6,"the last vowel in ""centaur""",other,0.61
LA,7,coupon,"with [u:] as in ""coop"" (""coopon"")",76.9
LA,7,coupon,"with [ju:] as in ""cute"" (""cyoopon"")",21.58
LA,7,coupon,other,1.52
LA,8,Craig (the name),"[] as in ""set""",49.39
LA,8,Craig (the name),"[e:] as in ""say""",20.43
LA,8,Craig (the name),"i say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",13.72
LA,8,Craig (the name),"i say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",14.94
LA,8,Craig (the name),other,1.52
LA,9,crayon,"[] as in ""man"" (1 syllable, ""cran"")",1.22
LA,9,crayon,"[ej] (2 syllables, ""cray-ahn"")",56.4
LA,9,crayon,"[ej] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",41.16
LA,9,crayon,"[aw] (i pronounce this the same as ""crown"")",0.3
LA,9,crayon,other,0.91
LA,10,creek (a small body of running water),"[i:] as in ""see""",93.58
LA,10,creek (a small body of running water),"[] as in ""sit""",2.45
LA,10,creek (a small body of running water),i use both interchangeably,3.36
LA,10,creek (a small body of running water),"i use both, but they mean two different things (please state how they differ in the comments box)",0.61
LA,11,"the first vowel in ""Florida""","[o:] as in ""flow"" (""flow-ri-da"")",2.45
LA,11,"the first vowel in ""Florida""","[] as in ""ah"" (""flah-ri-da"")",13.46
LA,11,"the first vowel in ""Florida""","[] as in ""saw"" (""flaw-ri-da"")",18.96
LA,11,"the first vowel in ""Florida""","[] as in ""sore"" (""flore-i-da"")",62.39
LA,11,"the first vowel in ""Florida""",other,2.75
LA,12,flourish,"[] as in ""bird"" (""flurr-ish"")",56.75
LA,12,flourish,"[] as in ""sore"" (""flore-ish"")",25.77
LA,12,flourish,"[] as in ""sun"" (""fluh-rish"")",15.64
LA,12,flourish,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),1.84
LA,13,"the last vowel in ""handkerchief""","[i:] as in ""see""",10.4
LA,13,"the last vowel in ""handkerchief""","[] as in ""sit""",87.77
LA,13,"the last vowel in ""handkerchief""",other,1.83
LA,14,lawyer,"with [j] as in ""boy"" (""loyer"")",46.93
LA,14,lawyer,"with [] as in ""saw"" (""law-yer"")",46.01
LA,14,lawyer,i use both interchangeably,6.75
LA,14,lawyer,other,0.31
LA,15,How do you pronounce Mary/merry/marry?,all 3 are the same,37.31
LA,15,How do you pronounce Mary/merry/marry?,all 3 are different,9.79
LA,15,How do you pronounce Mary/merry/marry?,mary and merry are the same; marry is different,38.84
LA,15,How do you pronounce Mary/merry/marry?,merry and marry are the same; mary is different,1.22
LA,15,How do you pronounce Mary/merry/marry?,mary and marry are the same; merry is different,12.84
LA,16,mayonnaise,"with [] as in ""man"" (2 syllables--""man-aze"")",47.71
LA,16,mayonnaise,"with [ej] (3 syllables--""may-uh-naze"")",35.47
LA,16,mayonnaise,i use both interchangeably,8.56
LA,16,mayonnaise,other,8.26
LA,17,"the first vowel in ""miracle""","[i:] as in ""near""",58.9
LA,17,"the first vowel in ""miracle""","[] as in ""knit""",35.28
LA,17,"the first vowel in ""miracle""","[] as in ""net""",0.31
LA,17,"the first vowel in ""miracle""",i say something in between [] and [],3.37
LA,17,"the first vowel in ""miracle""",other,2.15
LA,18,mischievous vs. mischievious,mischievous (3 syllables),35.38
LA,18,mischievous vs. mischievious,mischievious (4 syllables),39.08
LA,18,mischievous vs. mischievious,"i write ""mischievous"" but say ""mischievious""",5.54
LA,18,mischievous vs. mischievious,i use both,20.0
LA,19,"the final vowel in ""Monday,"" ""Friday,"" etc.","[e:] as in ""say""",71.6
LA,19,"the final vowel in ""Monday,"" ""Friday,"" etc.","[i:] as in ""see""",14.2
LA,19,"the final vowel in ""Monday,"" ""Friday,"" etc.","i use [e:] with the words in isolation, but [i:] in compounds (such as ""sunday school"")",10.8
LA,19,"the final vowel in ""Monday,"" ""Friday,"" etc.","other (e.g. do you use one vowel in some day names, and another in the other names?)",3.4
LA,20,"the second vowel in ""pajamas""","[] as in ""jam""",42.77
LA,20,"the second vowel in ""pajamas""","[] as in ""father""",55.08
LA,20,"the second vowel in ""pajamas""",other,2.15
LA,21,pecan,"[pi:kn] with stress on the first syllable (""pee-can"")",1.24
LA,21,pecan,"[pi:kn] with stress on the second syllable (""pee-can"")",2.17
LA,21,pecan,"[pi:kn] with stress on the first syllable (""pee-kahn"")",5.28
LA,21,pecan,"[pi:kn] with stress on the second syllable (""pee-kahn"")",23.6
LA,21,pecan,"[pkn] (""pick ann"")",0.62
LA,21,pecan,"[pkn] (""pick ahn"")",51.86
LA,21,pecan,"i pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",1.55
LA,21,pecan,other,13.66
LA,22,poem,one syllable,27.38
LA,22,poem,two syllables,72.62
LA,23,really,"[i:] as in ""see"" (""reely"")",45.37
LA,23,really,"[] as in ""sit"" (""rilly"")",33.95
LA,23,really,"[i] (""ree-l-y"")",10.8
LA,23,really,other (including if you use two or more of these interchangeably),9.88
LA,24,realtor (a real estate agent),"2 syllables (""reel-ter"")",46.58
LA,24,realtor (a real estate agent),"3 syllables (real[]tor, in other words ""reel-uh-ter"")",32.92
LA,24,realtor (a real estate agent),3 syllables (ree-l-ter),17.39
LA,24,realtor (a real estate agent),"i don't use this word; i use ""estate agent""",1.24
LA,24,realtor (a real estate agent),other,1.86
LA,25,"roof, room, broom, root","[u:] as in ""food""",83.9
LA,25,"roof, room, broom, root","[] as in ""foot""",3.41
LA,25,"roof, room, broom, root",these four words do not all have the same vowel (please use the comments box to let us know which is which),12.69
LA,26,"route (as in, ""the route from one place to another"")","rhymes with ""hoot""",20.43
LA,26,"route (as in, ""the route from one place to another"")","rhymes with ""out""",36.53
LA,26,"route (as in, ""the route from one place to another"")",i can pronounce it either way interchangeably,30.34
LA,26,"route (as in, ""the route from one place to another"")","i say it like ""hoot"" for the noun and like ""out"" for the verb.",8.36
LA,26,"route (as in, ""the route from one place to another"")","i say it like ""out"" for the noun and like ""hoot"" for the verb.",3.1
LA,26,"route (as in, ""the route from one place to another"")",other,1.24
LA,27,"the first vowel in ""syrup""","[i] ""sear-up""",21.05
LA,27,"the first vowel in ""syrup""","[] ""sih-rup""",20.74
LA,27,"the first vowel in ""syrup""","[] as in ""sir""",56.35
LA,27,"the first vowel in ""syrup""",other,1.86
LA,28,"Do you pronounce ""cot"" and ""caught"" the same?",different,85.63
LA,28,"Do you pronounce ""cot"" and ""caught"" the same?",same,14.37
LA,29,almond,"all-mond (first syllable sounds like ""all"")",57.76
LA,29,almond,ah-mond (no l),22.05
LA,29,almond,"aw-mond (if different from ""ah-mond"")",5.28
LA,29,almond,i say something in between l and nothing,8.39
LA,29,almond,other,6.52
LA,30,"the ""s"" in ""anniversary""","[s] as in ""sock""",84.47
LA,30,"the ""s"" in ""anniversary""","[] as in ""shock""",15.53
LA,31,asterisk,asteri[ks],11.88
LA,31,asterisk,asteri[sk],48.44
LA,31,asterisk,asteri[k] (with no s in the final cluster),39.06
LA,31,asterisk,other,0.62
LA,32,candidate,i pronounce the first d,48.14
LA,32,candidate,i don't pronounce the first d,30.12
LA,32,candidate,i vary freely between pronouncing the first d and not doing so,5.9
LA,32,candidate,i only pronounce the first d when i'm speaking slowly/carefully,15.22
LA,32,candidate,"depends whether it refers to a political or generic candidate, as in ""that assignment looks like a good candidate for elimination"" (please state how the two pronunciations differ)",0.31
LA,32,candidate,other,0.31
LA,33,"the ""s"" in ""chromosome""",[s],33.02
LA,33,"the ""s"" in ""chromosome""",[z],49.22
LA,33,"the ""s"" in ""chromosome""",both are acceptable to me,17.76
LA,34,et cetera,pronounced e[ts]etera (4 syllables),55.03
LA,34,et cetera,pronounced e[ts]etra (3 syllables),8.18
LA,34,et cetera,pronounced eksetera (4 syllables),26.42
LA,34,et cetera,pronounced eksetra (3 syllables),7.55
LA,34,et cetera,other,2.83
LA,35,"the final consonant in ""garage""","[] as in the middle consonant of ""measure""",53.92
LA,35,"the final consonant in ""garage""","[] as in ""edge""",36.68
LA,35,"the final consonant in ""garage""",i use both interchangeably,7.52
LA,35,"the final consonant in ""garage""",other,1.88
LA,36,"the ""c"" in ""grocery""","[s] as in ""sock""",42.32
LA,36,"the ""c"" in ""grocery""","[] as in ""shock""",55.49
LA,36,"the ""c"" in ""grocery""",other,2.19
LA,37,"huge, humor, humongous, human...",i pronounce the h,92.79
LA,37,"huge, humor, humongous, human...",i don't pronounce the h,3.76
LA,37,"huge, humor, humongous, human...",i can pronounce the h or not,3.13
LA,37,"huge, humor, humongous, human...",other,0.31
LA,38,"the ""s"" in ""nursery""","[s] as in ""sock""",67.41
LA,38,"the ""s"" in ""nursery""","[] as in ""shock""",31.33
LA,38,"the ""s"" in ""nursery""",other,1.27
LA,39,"the ""s"" in the last name of Elvis Presley",[s],76.66
LA,39,"the ""s"" in the last name of Elvis Presley",[z],23.34
LA,40,quarter,with [kw],85.13
LA,40,quarter,"with [k] (""cor-ter"")",10.76
LA,40,quarter,i use both interchangeably,4.11
LA,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",spicket,12.89
LA,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",spigot,50.31
LA,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",i use both interchangeably,0.94
LA,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?","i say ""spicket"" but spell it ""spigot""",5.35
LA,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",i use both with different meanings (please explain how in the comments box),0.31
LA,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",i don't use either version of this word,29.56
LA,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",other,0.63
LA,42,strength,"the ""g"" is pronounced as [g]",31.76
LA,42,strength,"the ""g"" is pronounced as [k]",35.53
LA,42,strength,"the ""g"" is silent",32.7
LA,43,"the final consonant in ""Texas""",[s],82.33
LA,43,"the final consonant in ""Texas""",[z],13.56
LA,43,"the final consonant in ""Texas""",either one,4.1
LA,44,cream cheese,cream cheese (stress on the first syllable),57.41
LA,44,cream cheese,cream cheese (stress on the second syllable),20.19
LA,44,cream cheese,it sounds right either way,19.87
LA,44,cream cheese,other,2.52
LA,45,insurance,insurance (stress on the first syllable),21.27
LA,45,insurance,insurance (stress on the second syllable),63.17
LA,45,insurance,i can stress either the first or the second syllable,15.24
LA,45,insurance,other,0.32
LA,46,New Haven (the city in Connecticut where Yale University is located),new haven,54.11
LA,46,New Haven (the city in Connecticut where Yale University is located),new haven,36.39
LA,46,New Haven (the city in Connecticut where Yale University is located),i use both interchangeably,8.23
LA,46,New Haven (the city in Connecticut where Yale University is located),other,1.27
LA,47,Thanksgiving,thanksgiving,41.46
LA,47,Thanksgiving,thanksgiving,45.25
LA,47,Thanksgiving,i use both interchangeably,13.29
LA,48,umbrella,umbrella,40.13
LA,48,umbrella,umbrella,59.87
LA,49,I ____ her lifeless body from the pool,dragged,61.39
LA,49,I ____ her lifeless body from the pool,drug,26.27
LA,49,I ____ her lifeless body from the pool,i use both interchangeably,11.39
LA,49,I ____ her lifeless body from the pool,other,0.95
LA,50,What word(s) do you use to address a group of two or more people?,you all,7.32
LA,50,What word(s) do you use to address a group of two or more people?,you guys,5.73
LA,50,What word(s) do you use to address a group of two or more people?,you,6.69
LA,50,What word(s) do you use to address a group of two or more people?,other,0.96
LA,50,What word(s) do you use to address a group of two or more people?,y'all,79.3
LA,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",yes,16.77
LA,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",no,81.96
LA,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",other,1.27
LA,52,"Would you say ""where are you at?"" to mean ""where are you?""",yes,44.62
LA,52,"Would you say ""where are you at?"" to mean ""where are you?""",no,39.24
LA,52,"Would you say ""where are you at?"" to mean ""where are you?""","i can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",16.14
LA,53,"Modals are words like ""can,"" ""could,"" ""might,"" ""ought to,"" and so on. Can you use more than one modal at a time? (e.g., ""I might could do that"" to mean ""I might be able to do that""; or ""I used to could do that"" to mean ""I used to be able to do that"")",yes (please consider adding which combinations of modals you use in the comments box),36.19
LA,53,"Modals are words like ""can,"" ""could,"" ""might,"" ""ought to,"" and so on. Can you use more than one modal at a time? (e.g., ""I might could do that"" to mean ""I might be able to do that""; or ""I used to could do that"" to mean ""I used to be able to do that"")",no,61.9
LA,53,"Modals are words like ""can,"" ""could,"" ""might,"" ""ought to,"" and so on. Can you use more than one modal at a time? (e.g., ""I might could do that"" to mean ""I might be able to do that""; or ""I used to could do that"" to mean ""I used to be able to do that"")",other,1.9
LA,54,"He used to nap on the couch, but he sprawls out in that new lounge chair anymore","this use of ""anymore"" is acceptable",1.58
LA,54,"He used to nap on the couch, but he sprawls out in that new lounge chair anymore","this use of ""anymore"" is unacceptable",97.78
LA,54,"He used to nap on the couch, but he sprawls out in that new lounge chair anymore",not sure,0.63
LA,55,I do exclusively figurative paintings anymore,acceptable,1.58
LA,55,I do exclusively figurative paintings anymore,unacceptable,96.84
LA,55,I do exclusively figurative paintings anymore,not sure,1.58
LA,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,acceptable,13.92
LA,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,unacceptable,83.23
LA,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,not sure,2.85
LA,57,Forget the nice clothes anymore (referring to babies eating messily after a certain age),acceptable,21.84
LA,57,Forget the nice clothes anymore (referring to babies eating messily after a certain age),unacceptable,73.1
LA,57,Forget the nice clothes anymore (referring to babies eating messily after a certain age),not sure,5.06
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",tag sale,0.63
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",car boot sale,0.63
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",other,1.89
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",yard sale,19.24
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",garage sale,74.45
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",rummage sale,1.58
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",thrift sale,0.63
LA,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",carport sale,0.95
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumblety-peg,2.57
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",numblety peg,0.32
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",stick-knife,2.25
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",stick-frog,0.32
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",stretch,0.64
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",chicken,4.5
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",splits,0.96
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",russian roulette,3.22
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumbledy-peg,7.4
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?","i have never heard of this ""game"" and have no idea what it's called",53.7
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",other (state here if you have heard one or more of these terms but never knew what they meant),9.0
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumbly peg,12.54
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumbly pegs,0.32
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumblely peg (with 2 l's),0.96
LA,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumble peg,1.29
LA,60,What do you call the area of grass between the sidewalk and the road?,berm,0.97
LA,60,What do you call the area of grass between the sidewalk and the road?,parking,0.32
LA,60,What do you call the area of grass between the sidewalk and the road?,tree lawn,0.32
LA,60,What do you call the area of grass between the sidewalk and the road?,curb strip,6.45
LA,60,What do you call the area of grass between the sidewalk and the road?,beltway,0.32
LA,60,What do you call the area of grass between the sidewalk and the road?,verge,1.29
LA,60,What do you call the area of grass between the sidewalk and the road?,i have no word for this,74.84
LA,60,What do you call the area of grass between the sidewalk and the road?,other,15.48
LA,61,What do you call the area of grass that occurs in the middle of some streets?,boulevard,17.15
LA,61,What do you call the area of grass that occurs in the middle of some streets?,midway,1.62
LA,61,What do you call the area of grass that occurs in the middle of some streets?,traffic island,2.59
LA,61,What do you call the area of grass that occurs in the middle of some streets?,island,6.47
LA,61,What do you call the area of grass that occurs in the middle of some streets?,neutral ground,38.83
LA,61,What do you call the area of grass that occurs in the middle of some streets?,i have no word for this,8.74
LA,61,What do you call the area of grass that occurs in the middle of some streets?,other,24.6
LA,62,What do you call the long narrow place in the middle of a divided highway?,median strip,4.11
LA,62,What do you call the long narrow place in the middle of a divided highway?,other,0.32
LA,62,What do you call the long narrow place in the middle of a divided highway?,median,80.7
LA,62,What do you call the long narrow place in the middle of a divided highway?,traffic island,0.32
LA,62,What do you call the long narrow place in the middle of a divided highway?,neutral ground,11.39
LA,62,What do you call the long narrow place in the middle of a divided highway?,island,0.32
LA,62,What do you call the long narrow place in the middle of a divided highway?,i have no word for this,2.85
LA,63,What do you call the drink made with milk and ice cream?,milkshake/shake,97.46
LA,63,What do you call the drink made with milk and ice cream?,frappe,0.32
LA,63,What do you call the drink made with milk and ice cream?,thick shake,0.63
LA,63,What do you call the drink made with milk and ice cream?,other,1.59
LA,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",sub,25.48
LA,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",i have no word for this,1.27
LA,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",other,31.21
LA,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",hoagie,0.64
LA,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",poor boy,41.08
LA,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",baguette,0.32
LA,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,lightning bug,41.08
LA,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,firefly,19.11
LA,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,i use lightning bug and firefly interchangeably,39.17
LA,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,i have no word for this,0.32
LA,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,other,0.32
LA,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,crawfish,95.25
LA,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,crayfish,1.27
LA,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,crawdad,1.58
LA,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,mudbug,0.95
LA,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,other,0.95
LA,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,daddy long leg(s),92.36
LA,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,other,5.1
LA,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,daddy big legs,0.96
LA,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,granddaddy,1.59
LA,68,What nicknames do/did you use for your maternal grandmother?,grandmother,5.63
LA,68,What nicknames do/did you use for your maternal grandmother?,granny,8.28
LA,68,What nicknames do/did you use for your maternal grandmother?,grandma,28.81
LA,68,What nicknames do/did you use for your maternal grandmother?,nana,2.65
LA,68,What nicknames do/did you use for your maternal grandmother?,mimi,2.65
LA,68,What nicknames do/did you use for your maternal grandmother?,grammy/grammie/grammi,0.99
LA,68,What nicknames do/did you use for your maternal grandmother?,other,50.99
LA,69,What about your paternal grandmother (is there a distinction?),grandmother,9.76
LA,69,What about your paternal grandmother (is there a distinction?),granny,7.32
LA,69,What about your paternal grandmother (is there a distinction?),grandma,32.06
LA,69,What about your paternal grandmother (is there a distinction?),gramma,6.27
LA,69,What about your paternal grandmother (is there a distinction?),nana,2.09
LA,69,What about your paternal grandmother (is there a distinction?),other,42.51
LA,70,What do/did you call your maternal grandfather?,gramps,0.33
LA,70,What do/did you call your maternal grandfather?,grandpa,13.0
LA,70,What do/did you call your maternal grandfather?,grampa,8.67
LA,70,What do/did you call your maternal grandfather?,"grandad, granddad",4.33
LA,70,What do/did you call your maternal grandfather?,pap,0.33
LA,70,What do/did you call your maternal grandfather?,"i spell it ""grandpa"" but pronounce it as ""grampa""",12.33
LA,70,What do/did you call your maternal grandfather?,other (including if you use a different term to address him directly than you do when speaking about him to a third party),61.0
LA,71,paternal grandfather?,gramps,0.71
LA,71,paternal grandfather?,grandpa,22.34
LA,71,paternal grandfather?,grampa,15.6
LA,71,paternal grandfather?,other,61.35
LA,72,What do you call the big clumps of dust that gather under furniture and in corners?,dust bunnies,70.89
LA,72,What do you call the big clumps of dust that gather under furniture and in corners?,dust kittens,0.32
LA,72,What do you call the big clumps of dust that gather under furniture and in corners?,dust mice,1.27
LA,72,What do you call the big clumps of dust that gather under furniture and in corners?,dust balls,20.89
LA,72,What do you call the big clumps of dust that gather under furniture and in corners?,other,6.65
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",sneakers,10.69
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",i have no general word for this,0.63
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",other,2.83
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",shoes,0.63
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",gymshoes,1.26
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",tennis shoes,82.39
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",running shoes,0.94
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",runners,0.31
LA,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",trainers,0.31
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,pill bug,2.84
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,millipede,0.32
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,"i know what this creature is, but have no word for it",0.32
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,i have no idea what this creature is,1.89
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,other,1.58
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,doodle bug,39.43
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,potato bug,1.26
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,roly poly,51.1
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,sow bug,0.63
LA,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,wood louse,0.63
LA,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,shopping cart,42.45
LA,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,shopping wagon,0.63
LA,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,grocery cart,14.78
LA,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,buggy,35.22
LA,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,supermarket trolley,0.31
LA,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,other,6.6
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,kitty-corner,8.54
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,kitacorner,0.95
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,catercorner,8.86
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,catty-corner,65.51
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,kitty wampus,0.32
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,"i can only use ""diagonal"" for this",9.49
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i have no term for this,2.85
LA,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,other,3.48
LA,77,What do you call the activity of driving around in circles in a car?,doing donuts,89.33
LA,77,What do you call the activity of driving around in circles in a car?,doing cookies,0.33
LA,77,What do you call the activity of driving around in circles in a car?,whipping shitties,0.33
LA,77,What do you call the activity of driving around in circles in a car?,other,10.0
LA,78,What do you call paper that has already been used for something or is otherwise imperfect?,scratch paper,49.06
LA,78,What do you call paper that has already been used for something or is otherwise imperfect?,scrap paper,9.43
LA,78,What do you call paper that has already been used for something or is otherwise imperfect?,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",40.57
LA,78,What do you call paper that has already been used for something or is otherwise imperfect?,other,0.94
LA,79,What is your *general* term for a big road that you drive relatively fast on?,highway,65.71
LA,79,What is your *general* term for a big road that you drive relatively fast on?,other,13.14
LA,79,What is your *general* term for a big road that you drive relatively fast on?,freeway,5.13
